行政區,年,月,男,女,合計,年紀
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,1707,1788,3495,77歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,1457,2020,3477,78歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,1600,1828,3428,79歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,4384,4512,8896,7歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,1343,1581,2924,80歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,998,1555,2553,81歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,1053,1400,2453,82歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,877,1310,2187,83歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,832,1111,1943,84歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,652,932,1584,85歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,470,651,1121,86歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,315,623,938,87歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,318,545,863,88歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,202,424,626,89歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,4760,4308,9068,8歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,210,336,546,90歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,303,299,602,91歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,203,150,353,92歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,157,177,334,93歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,117,188,305,94歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,119,126,245,95歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,70,81,151,96歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,43,59,102,97歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,46,47,93,98歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,27,32,59,99歲
泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區泰山區,1344.0,78.0,4610,4065,8675,9歲
