行政區,年,月,男,女,合計,年紀
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,268,382,650,84歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,167,351,518,85歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,126,248,374,86歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,105,253,358,87歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,84,246,330,88歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,89,127,216,89歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,213,187,400,8歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,86,146,232,90歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,98,105,203,91歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,43,129,172,92歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,25,75,100,93歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,30,84,114,94歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,19,40,59,95歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,23,57,80,96歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,6,43,49,97歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,1,27,28,98歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,11,32,43,99歲
石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區石碇區,1344.0,78.0,154,156,310,9歲
