行政區,年,月,男,女,合計,年紀
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,40876,52265,93141,61歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,40850,52699,93549,62歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,42290,53817,96107,63歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,43039,55337,98376,64歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,41069,52374,93443,65歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,40713,52750,93463,66歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,42984,52522,95506,67歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,41333,52169,93502,68歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,39781,48138,87919,69歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,30366,29709,60075,6歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,37815,47294,85109,70歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,37150,45825,82975,71歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,34406,41828,76234,72歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,28716,35264,63980,73歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,26244,32472,58716,74歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,21668,26173,47841,75歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,18421,22685,41106,76歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,13433,16319,29752,77歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,13155,16114,29269,78歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,14283,16746,31029,79歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,33477,31181,64658,7歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,12762,15696,28458,80歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,10981,14087,25068,81歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,9800,13329,23129,82歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,8627,12210,20837,83歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,6718,10202,16920,84歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,5542,8759,14301,85歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,4618,7661,12279,86歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,4047,6582,10629,87歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,3391,5688,9079,88歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,2999,4898,7897,89歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,33460,32451,65911,8歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,2732,3919,6651,90歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,2328,3271,5599,91歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,2104,2467,4571,92歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,1814,1948,3762,93歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,1490,1433,2923,94歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,1242,1304,2546,95歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,948,900,1848,96歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,669,640,1309,97歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,478,436,914,98歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,392,391,783,99歲
板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區板橋區,1344.0,78.0,32456,30344,62800,9歲
