行政區,年,月,男,女,合計,年紀
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,614,360,974,65歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,594,332,926,66歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,539,321,860,67歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,576,364,940,68歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,465,401,866,69歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,69,122,191,6歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,558,359,917,70歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,336,404,740,71歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,303,281,584,72歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,270,341,611,73歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,343,358,701,74歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,319,207,526,75歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,235,276,511,76歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,128,186,314,77歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,163,274,437,78歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,190,250,440,79歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,41,120,161,7歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,251,343,594,80歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,287,365,652,81歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,291,486,777,82歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,228,518,746,83歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,123,376,499,84歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,208,363,571,85歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,159,336,495,86歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,100,241,341,87歲
平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區平溪區,1344.0,78.0,100,166,266,88歲
