行政區,年,月,男,女,合計,年紀
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,5184,8468,13652,84歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,4357,7641,11998,85歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,3472,6398,9870,86歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,3024,5707,8731,87歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,2602,4747,7349,88歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,2157,3603,5760,89歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,19621,18088,37709,8歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,1743,2937,4680,90歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,1556,2476,4032,91歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,1138,1892,3030,92歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,920,1292,2212,93歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,605,1023,1628,94歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,593,796,1389,95歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,410,565,975,96歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,403,400,803,97歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,247,365,612,98歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,171,192,363,99歲
三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區三重區,1344.0,78.0,18011,17624,35635,9歲
